Date : 2025-09-09 17:37:34
Directory : c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me
Total : 360 files,  94533 codes, 804 comments, 5093 blanks, all 100430 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\pickers\user-picker.tsx                                      | TypeScript JSX     |        183 |         10 |         13 |        206 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\sanctum-bg.tsx                                               | TypeScript JSX     |         78 |         10 |         10 |         98 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\sign-in-btn.tsx                                              | TypeScript JSX     |          1 |          0 |          1 |          2 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\sign-in.tsx                                                  | TypeScript JSX     |          1 |          0 |          1 |          2 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\theme-provider.tsx                                           | TypeScript JSX     |         11 |          0 |          2 |         13 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\theme-toggle.tsx                                             | TypeScript JSX     |          1 |          0 |          1 |          2 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\accordion.tsx                                             | TypeScript JSX     |         61 |          0 |          8 |         69 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\alert-dialog.tsx                                          | TypeScript JSX     |        127 |          0 |         15 |        142 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\alert.tsx                                                 | TypeScript JSX     |         60 |          0 |          7 |         67 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\aspect-ratio.tsx                                          | TypeScript JSX     |          4 |          0 |          4 |          8 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\avatar.tsx                                                | TypeScript JSX     |         47 |          0 |          7 |         54 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\badge.tsx                                                 | TypeScript JSX     |         31 |          0 |          6 |         37 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\breadcrumb.tsx                                            | TypeScript JSX     |        106 |          0 |         11 |        117 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\button.tsx                                                | TypeScript JSX     |         55 |          0 |          6 |         61 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\calendar.tsx                                              | TypeScript JSX     |         67 |          0 |          6 |         73 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\canvas-reveal-effect.tsx                                  | TypeScript JSX     |        287 |          5 |         17 |        309 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\card.tsx                                                  | TypeScript JSX     |         61 |          0 |          9 |         70 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\carousel.tsx                                              | TypeScript JSX     |        241 |          0 |         31 |        272 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\chart.tsx                                                 | TypeScript JSX     |        331 |          2 |         42 |        375 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\checkbox.tsx                                              | TypeScript JSX     |         28 |          0 |          5 |         33 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\collapsible.tsx                                           | TypeScript JSX     |          6 |          0 |          6 |         12 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\command.tsx                                               | TypeScript JSX     |        165 |          0 |         13 |        178 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\context-menu.tsx                                          | TypeScript JSX     |        199 |          0 |         19 |        218 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\copy-button.tsx                                           | TypeScript JSX     |         53 |          0 |          6 |         59 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\dialog.tsx                                                | TypeScript JSX     |        122 |          0 |         14 |        136 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\drawer.tsx                                                | TypeScript JSX     |        105 |          0 |         14 |        119 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\dropdown-menu.tsx                                         | TypeScript JSX     |        239 |          0 |         19 |        258 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\form.tsx                                                  | TypeScript JSX     |        169 |          0 |         26 |        195 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\hover-card.tsx                                            | TypeScript JSX     |         28 |          0 |          7 |         35 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\input-otp.tsx                                             | TypeScript JSX     |         69 |          0 |          9 |         78 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\input.tsx                                                 | TypeScript JSX     |         18 |          0 |          4 |         22 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\label.tsx                                                 | TypeScript JSX     |         20 |          0 |          5 |         25 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\menubar.tsx                                               | TypeScript JSX     |        228 |          0 |         20 |        248 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\navigation-menu.tsx                                       | TypeScript JSX     |        145 |          0 |         12 |        157 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\pagination.tsx                                            | TypeScript JSX     |        115 |          0 |         11 |        126 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\password-input.tsx                                        | TypeScript JSX     |         55 |          1 |          7 |         63 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\popover.tsx                                               | TypeScript JSX     |         41 |          0 |          8 |         49 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\progress.tsx                                              | TypeScript JSX     |         28 |          0 |          5 |         33 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\radio-group.tsx                                           | TypeScript JSX     |         40 |          0 |          6 |         46 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\resizable.tsx                                             | TypeScript JSX     |         39 |          0 |          7 |         46 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\scroll-area.tsx                                           | TypeScript JSX     |         46 |          1 |          7 |         54 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\select.tsx                                                | TypeScript JSX     |        146 |          0 |         14 |        160 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\separator.tsx                                             | TypeScript JSX     |         27 |          0 |          5 |         32 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\sheet.tsx                                                 | TypeScript JSX     |        139 |          0 |         16 |        155 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\skeleton.tsx                                              | TypeScript JSX     |         13 |          0 |          3 |         16 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\slider.tsx                                                | TypeScript JSX     |         27 |          0 |          5 |         32 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\sonner.tsx                                                | TypeScript JSX     |         26 |          0 |          6 |         32 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\switch.tsx                                                | TypeScript JSX     |         25 |          0 |          5 |         30 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\table.tsx                                                 | TypeScript JSX     |        105 |          0 |         12 |        117 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\tabs.tsx                                                  | TypeScript JSX     |         48 |          0 |          8 |         56 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\tabs2.tsx                                                 | TypeScript JSX     |        137 |          0 |         10 |        147 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\textarea.tsx                                              | TypeScript JSX     |         20 |          0 |          5 |         25 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\toggle-group.tsx                                          | TypeScript JSX     |         51 |          0 |         10 |         61 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\toggle.tsx                                                | TypeScript JSX     |         34 |          0 |          6 |         40 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\ui\tooltip.tsx                                               | TypeScript JSX     |         54 |          0 |          8 |         62 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\visibility-select.tsx                                        | TypeScript JSX     |         33 |          0 |          3 |         36 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\visual-config-editor.tsx                                     | TypeScript JSX     |        537 |          4 |         26 |        567 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\web-bg.tsx                                                   | TypeScript JSX     |        179 |         15 |         24 |        218 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\wip-notice.tsx                                               | TypeScript JSX     |          2 |          0 |          1 |          3 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\components\wrapper.tsx                                                  | TypeScript JSX     |          9 |          0 |          5 |         14 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle.config.ts                                                       | TypeScript         |         10 |          0 |          2 |         12 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0000_last_thundra.sql                                           | MS SQL             |        103 |          9 |          0 |        112 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0001_dark_roughhouse.sql                                        | MS SQL             |         24 |          1 |          0 |         25 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0002_many_colossus.sql                                          | MS SQL             |          3 |          1 |          0 |          4 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0003_boring_annihilus.sql                                       | MS SQL             |         25 |          3 |          0 |         28 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0004_eminent_hawkeye.sql                                        | MS SQL             |        105 |          8 |          0 |        113 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0005_great_joystick.sql                                         | MS SQL             |         16 |          1 |          0 |         17 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0006_icy_meggan.sql                                             | MS SQL             |         43 |          3 |          0 |         46 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0006_mp_scope_text.sql                                          | MS SQL             |          8 |          3 |          3 |         14 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0007_previous_doomsday.sql                                      | MS SQL             |          6 |          0 |          0 |          6 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0008_slow_mister_sinister.sql                                   | MS SQL             |          2 |          0 |          0 |          2 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0009_even_tattoo.sql                                            | MS SQL             |         34 |          3 |          0 |         37 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0010_light_azazel.sql                                           | MS SQL             |         11 |          1 |          0 |         12 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0011_blog_settings_announcements.sql                            | MS SQL             |         23 |          4 |          1 |         28 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0011_jazzy_sage.sql                                             | MS SQL             |         23 |          2 |          0 |         25 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0012_blog_category_visibility.sql                               | MS SQL             |          2 |          2 |          2 |          6 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0012_unusual_forge.sql                                          | MS SQL             |          1 |          0 |          0 |          1 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0013_magical_shocker.sql                                        | MS SQL             |          3 |          0 |          0 |          3 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0014_volatile_toxin.sql                                         | MS SQL             |          4 |          0 |          0 |          4 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0015_marketplace_perf_indexes.sql                               | MS SQL             |          2 |          2 |          1 |          5 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0015_tiny_wild_child.sql                                        | MS SQL             |         81 |          6 |          0 |         87 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0016_marketplace_item_requests.sql                              | MS SQL             |         28 |          1 |          2 |         31 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0016_overjoyed_the_enforcers.sql                                | MS SQL             |         38 |          3 |          1 |         42 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0017_flawless_spirit.sql                                        | MS SQL             |         19 |          2 |          0 |         21 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0017_require_request_fields.sql                                 | MS SQL             |         29 |          4 |          4 |         37 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0018_early_stark_industries.sql                                 | MS SQL             |          2 |          0 |          0 |          2 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0018_rbac.sql                                                   | MS SQL             |         63 |          2 |         10 |         75 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0019_discord_embeds.sql                                         | MS SQL             |         19 |          3 |          1 |         23 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\0020_webhook_destinations.sql                                   | MS SQL             |         15 |          2 |          2 |         19 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0000_snapshot.json                                         | JSON               |        716 |          0 |          0 |        716 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0001_snapshot.json                                         | JSON               |        872 |          0 |          0 |        872 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0002_snapshot.json                                         | JSON               |        872 |          0 |          0 |        872 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0003_snapshot.json                                         | JSON               |      1,048 |          0 |          0 |      1,048 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0004_snapshot.json                                         | JSON               |      1,872 |          0 |          0 |      1,872 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0005_snapshot.json                                         | JSON               |      1,984 |          0 |          0 |      1,984 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0006_snapshot.json                                         | JSON               |      2,392 |          0 |          0 |      2,392 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0007_snapshot.json                                         | JSON               |      2,392 |          0 |          0 |      2,392 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0008_snapshot.json                                         | JSON               |      2,404 |          0 |          0 |      2,404 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0009_snapshot.json                                         | JSON               |      2,707 |          0 |          0 |      2,707 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0010_snapshot.json                                         | JSON               |      2,811 |          0 |          0 |      2,811 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0011_snapshot.json                                         | JSON               |      2,988 |          0 |          0 |      2,988 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0012_snapshot.json                                         | JSON               |      2,994 |          0 |          0 |      2,994 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0013_snapshot.json                                         | JSON               |      2,994 |          0 |          0 |      2,994 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0014_snapshot.json                                         | JSON               |      2,994 |          0 |          0 |      2,994 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0015_snapshot.json                                         | JSON               |      3,658 |          0 |          0 |      3,658 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0016_snapshot.json                                         | JSON               |      3,894 |          0 |          0 |      3,894 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0017_snapshot.json                                         | JSON               |      4,047 |          0 |          0 |      4,047 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\0018_snapshot.json                                         | JSON               |      4,047 |          0 |          0 |      4,047 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\drizzle\meta\_journal.json                                              | JSON               |        139 |          0 |          0 |        139 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\eslint.config.mjs                                                       | JavaScript         |         38 |          6 |          5 |         49 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\absolute-url.ts                                                     | TypeScript         |         17 |          0 |          3 |         20 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\admin-access.ts                                                     | TypeScript         |         44 |          5 |          8 |         57 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\auth-client.ts                                                      | TypeScript         |         90 |          0 |          3 |         93 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\auth-types.ts                                                       | TypeScript         |          5 |          0 |          2 |          7 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\auth.ts                                                             | TypeScript         |        231 |          2 |          9 |        242 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\auth\better-auth.ts                                                 | TypeScript         |         12 |          5 |          2 |         19 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\blog-auth.ts                                                        | TypeScript         |         22 |          0 |          3 |         25 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\client-permissions.ts                                               | TypeScript         |         20 |          2 |          3 |         25 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\creator-auth.ts                                                     | TypeScript         |         38 |          5 |          9 |         52 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\db.ts                                                               | TypeScript         |          4 |          0 |          2 |          6 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\email\invitation.tsx                                                | TypeScript JSX     |        104 |          0 |          4 |        108 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\email\resend.ts                                                     | TypeScript         |          2 |          0 |          2 |          4 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\email\reset-password.tsx                                            | TypeScript JSX     |         72 |          0 |          4 |         76 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\fertility\data.ts                                                   | TypeScript         |        136 |          7 |         12 |        155 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\guards.ts                                                           | TypeScript         |         44 |          1 |          8 |         53 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\hljs\lsl.ts                                                         | TypeScript         |         76 |          6 |          6 |         88 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\metadata.ts                                                         | TypeScript         |         26 |          0 |          3 |         29 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\permission-service.ts                                               | TypeScript         |        145 |          2 |         17 |        164 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\permissions.ts                                                      | TypeScript         |         50 |          9 |         10 |         69 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\rate-limit.ts                                                       | TypeScript         |        126 |         10 |          8 |        144 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\shared.ts                                                           | TypeScript         |         18 |          0 |          3 |         21 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\sl-auth.ts                                                          | TypeScript         |         44 |          6 |         13 |         63 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\utils.ts                                                            | TypeScript         |         40 |          3 |          8 |         51 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\lib\webhooks.ts                                                         | TypeScript         |        128 |          4 |         11 |        143 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\middleware.ts                                                           | TypeScript         |         12 |          0 |          3 |         15 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\next.config.ts                                                          | TypeScript         |         33 |          1 |          5 |         39 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\package.json                                                            | JSON               |        132 |          0 |          1 |        133 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\postcss.config.mjs                                                      | JavaScript         |          6 |          1 |          2 |          9 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\public\favicon\light\site.webmanifest                                   | JSON               |         19 |          0 |          1 |         20 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\public\favicon\site.webmanifest                                         | JSON               |          1 |          0 |          0 |          1 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\public\logo.svg                                                         | XML                |          8 |          0 |          1 |          9 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\schemas\auth-schema.ts                                                  | TypeScript         |        176 |          3 |         13 |        192 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\schemas\blog.ts                                                         | TypeScript         |        133 |         11 |         13 |        157 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\schemas\fertility-schema.ts                                             | TypeScript         |         47 |          4 |          5 |         56 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\schemas\rbac.ts                                                         | TypeScript         |         49 |          0 |          6 |         55 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\schemas\sl-schema.ts                                                    | TypeScript         |        330 |         28 |         38 |        396 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\schemas\sl.zod.ts                                                       | TypeScript         |        106 |          9 |         16 |        131 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\schemas\webhook.ts                                                      | TypeScript         |          5 |          0 |          2 |          7 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\tsconfig.json                                                           | JSON with Comments |         30 |          0 |          1 |         31 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\types\react-syntax-highlighter-esm.d.ts                                 | TypeScript         |         12 |          0 |          2 |         14 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\types\redis.d.ts                                                        | TypeScript         |         11 |          0 |          1 |         12 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\types\upstash-redis.d.ts                                                | TypeScript         |          9 |          0 |          1 |         10 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\vercel.json                                                             | JSON               |          5 |          0 |          1 |          6 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\scraper-cli\package.json                                                     | JSON               |         29 |          0 |          1 |         30 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\scraper-cli\src\index.ts                                                     | TypeScript         |          2 |          0 |          1 |          3 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\scraper-cli\src\login.ts                                                     | TypeScript         |         27 |          0 |          9 |         36 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\scraper-cli\src\scrape.ts                                                    | TypeScript         |        444 |          1 |         46 |        491 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\scraper-cli\src\utils.ts                                                     | TypeScript         |         14 |          0 |          4 |         18 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\scraper-cli\tsconfig.json                                                    | JSON with Comments |         18 |          0 |          1 |         19 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\shared-data\package.json                                                     | JSON               |         12 |          0 |          1 |         13 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\shared-data\src\index.ts                                                     | TypeScript         |          1 |          0 |          1 |          2 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\shared-data\tsconfig.json                                                    | JSON with Comments |         14 |          0 |          1 |         15 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\pnpm-lock.yaml                                                                        | YAML               |      9,190 |          0 |      2,191 |     11,381 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\pnpm-workspace.yaml                                                                   | YAML               |         16 |          0 |          3 |         19 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\tsconfig.base.json                                                                    | JSON               |          9 |          0 |          1 |         10 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\turbo.json                                                                            | JSON               |         27 |          0 |          1 |         28 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\vercel.json                                                                           | JSON               |          7 |          0 |          1 |          8 |
| Total                                                                                                                           |                    |     94,533 |        804 |      5,093 |    100,430 |
+---------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
